Project Name,Package Name,Architecture Smell,Cause of the Smell
temp,org.apache.shiro.guice,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.shiro.guice.web
temp,org.apache.shiro.guice,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BeanTypeListener; BeanTypeKey; ShiroMatchers; ShiroModule; BeanTypeListenerTest; SomeInjectableBean; ShiroMatchersTest; MatchingClass; NotMatchingClass; DestroyableInjectionListener; LifecycleTypeListener; DestroyableInjectionListenerTest; LifecycleTypeListenerTest; MyInitializable; MyDestroyable; ShiroModuleTest; MockRealm; MyDefaultSecurityManager; MyDefaultSessionManager; MyEnvironment; GuiceEnvironment; GuiceEnvironmentTest; InitializableInjectionListener]; [DestroyableRegistry]; [ShiroSessionScope]; [InitializableInjectionListenerTest]; [MyDestroyable]; [ShiroSessionScopeTest; SomeClass]. LCC (Lack of Component Cohesion) = 0.21
temp,org.apache.shiro.guice.web,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.guice.web; org.apache.shiro.guice
temp,org.apache.shiro.guice.web,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractInjectionProvider]; [FilterChainResolverProvider]; [GuiceShiroFilter; ShiroWebModule; WebGuiceEnvironment; DefaultFiltersTest; FilterConfigTest; GuiceShiroFilterTest; ShiroWebModuleTest; MyDefaultWebSecurityManager; MyWebEnvironment; WebGuiceEnvironmentTest]; [PathMatchingFilterProvider]; [FilterConfigKey]; [SimpleFilterChain]; [SimpleFilterChainResolver; FilterChainResolverProviderTest]; [AbstractInjectionProviderTest; SomeInjectedClass]; [PathMatchingFilterProviderTest]; [MyDefaultWebSessionManager]; [SimpleFilterChainResolverTest]; [SimpleFilterChainTest]. LCC (Lack of Component Cohesion) = 0.52
temp,org.apache.shiro.openid4j,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConstructedRequest; SimpleConstructedRequest]; [DefaultOpenIdService]; [DiscoveryException; OpenIdException]; [DiscoveryIdResolver]; [MessageExtensionFactory]; [OpenIdService]. LCC (Lack of Component Cohesion) = 0.75
temp,org.apache.shiro.spring.security.interceptor,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AopAllianceAnnotationsAuthorizingMethodInterceptor; AuthorizationAttributeSourceAdvisor]; [AbstractAuthorizationAnnotationTest; DapcAuthorizationAnnotationTest; SchemaAuthorizationAnnotationTest]; [DefaultTestService]; [TestService]. LCC (Lack of Component Cohesion) = 0.57
temp,org.apache.shiro.spring.config,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ShiroBeanConfigurationTest]; [ShiroConfigurationTest]; [ShiroConfigurationWithOptionalComponentsTest]; [ShiroEventBusAwareBeanPostProcessorTest]; [ShiroWebConfigurationTest]; [ShiroWebFilterConfigurationTest]; [FilterConfiguration]; [ExpectedTestFilter]. LCC (Lack of Component Cohesion) = 1.0
temp,org.apache.shiro.web.env,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.web.env; org.apache.shiro.web.util
temp,org.apache.shiro.web.env,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.web.env; org.apache.shiro.web.filter.mgt; org.apache.shiro.web.util
temp,org.apache.shiro.web.env,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.web.env; org.apache.shiro.web.filter.mgt; org.apache.shiro.web.filter; org.apache.shiro.web.util
temp,org.apache.shiro.web.env,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DefaultWebEnvironment]; [EnvironmentLoader; MutableWebEnvironment; WebEnvironment]; [EnvironmentLoaderListener]; [IniWebEnvironment]; [ResourceBasedWebEnvironment]; [EnvironmentLoaderTest]; [IniWebEnvironmentTest]; [MockWebEnvironment]. LCC (Lack of Component Cohesion) = 0.8
temp,org.apache.shiro.web.filter,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.web.filter; org.apache.shiro.web.util
temp,org.apache.shiro.web.filter,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.web.filter; org.apache.shiro.web.util; org.apache.shiro.web.env; org.apache.shiro.web.filter.mgt
temp,org.apache.shiro.web.filter.authc,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnonymousFilter]; [AuthenticatingFilter]; [AuthenticationFilter]; [BasicHttpAuthenticationFilter]; [FormAuthenticationFilter]; [LogoutFilter]; [PassThruAuthenticationFilter]; [UserFilter]; [AnonymousFilterTest]; [BasicHttpFilterAuthenticationTest]; [BearerHttpFilterAuthenticationTest]; [LogoutFilterTest]. LCC (Lack of Component Cohesion) = 1.0
temp,org.apache.shiro.web.filter.authz,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthorizationFilter]; [HostFilter; HostFilterTest]; [HttpMethodPermissionFilter]; [PermissionsAuthorizationFilter]; [PortFilter; SslFilter]; [RolesAuthorizationFilter]; [AuthorizationFilterTest]; [HttpMethodPermissionFilterTest]; [PortFilterTest]. LCC (Lack of Component Cohesion) = 0.82
temp,org.apache.shiro.web.filter.mgt,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.web.filter.mgt; org.apache.shiro.web.util; org.apache.shiro.web.env
temp,org.apache.shiro.web.filter.mgt,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.shiro.web.filter.mgt; org.apache.shiro.web.filter; org.apache.shiro.web.util; org.apache.shiro.web.env
temp,org.apache.shiro.web.filter.mgt,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DefaultFilterChainManager]; [FilterChainManager]; [FilterChainResolver]; [NamedFilterList]; [PathMatchingFilterChainResolver]; [SimpleNamedFilterList]; [PathMatchingFilterChainResolverTest]; [SimpleNamedFilterListTest]; [DefaultFilterChainManagerTest]. LCC (Lack of Component Cohesion) = 1.0
